Postal Code	x	y	inseecode	place	population	density
21690	-0.10986628	0.76845205	21552	Saint-Hélier	27	7
21410	-0.109445475	0.765462	21553	Saint-Jean-de-Boeuf	56	5
21170	-0.10381109	0.76272607	21554	Saint-Jean-de-Losne	1342	2314
21490	-0.104564816	0.7680988	21555	Saint-Julien	1221	74
21270	-0.10200094	0.7663301	21556	Saint-Léger-Triey	146	14
21450	-0.110147476	0.7740708	21557	Saint-Marc-sur-Seine	194	23
21200	-0.10817907	0.76119465	21558	Sainte-Marie-la-Blanche	693	102
21410	-0.10871551	0.7665466	21559	Sainte-Marie-sur-Ouche	593	72
21210	-0.115470566	0.76652515	21560	Saint-Martin-de-la-Mer	288	12
21610	-0.101075195	0.7709188	21562	Saint-Maurice-sur-Vingeanne	139	8
21540	-0.110328875	0.7679225	21563	Saint-Mesmin	88	5
21700	-0.10613124	0.7632952	21564	Saint-Nicolas-lés-Céteaux	400	14
21220	-0.106349036	0.76478946	21565	Saint-Philibert	391	83
21230	-0.11235624	0.76289016	21566	Saint-Pierre-en-Vaux	155	14
21230	-0.11260116	0.7640965	21567	Saint-Prix-lés-Arnay	236	21
21190	-0.11050192	0.76177526	21569	Saint-Romain	241	12
21320	-0.11108351	0.7650794	21570	Sainte-Sabine	183	22
21270	-0.10131442	0.7671312	21571	Saint-Sauveur	171	18
21130	-0.102403514	0.76285535	21572	Saint-Seine-en-Béche	186	22
21440	-0.10858875	0.7691746	21573	Saint-Seine-l'Abbaye	326	85
21610	-0.100819476	0.7697154	21574	Saint-Seine-sur-Vingeanne	271	14
21170	-0.10322226	0.7626571	21575	Saint-Symphorien-sur-Saéne	302	38
21350	-0.11243783	0.7684838	21576	Saint-Thibault	142	11
21170	-0.10361482	0.76270306	21577	Saint-Usage	1007	108
21410	-0.10940955	0.7657513	21578	Saint-Victor-sur-Ouche	222	17
21580	-0.10683582	0.7721904	21579	Salives	180	4
21690	-0.10991624	0.7696337	21580	Salmaise	157	12
21170	-0.1024706	0.76227635	21581	Samerey	156	22
21590	-0.11087929	0.7603539	21582	Santenay	1008	97
21340	-0.111287825	0.7618737	21583	Santosse	42	5
21210	-0.11539473	0.76710325	21584	Saulieu	2917	91
21910	-0.105531104	0.76498467	21585	Saulon-la-Chapelle	810	81
21910	-0.10572687	0.7650081	21586	Saulon-la-Rue	451	100
21120	-0.10565102	0.770578	21587	Saulx-le Duc	201	7
21360	-0.111338556	0.7630551	21588	Saussey	85	9
21380	-0.10656974	0.7695145	21589	Saussy	116	12
21420	-0.10898376	0.7627616	21590	Savigny-lés-Beaune	1392	39
21380	-0.1054706	0.76879436	21591	Savigny-le-Sec	741	79
21540	-0.108998775	0.76746273	21592	Savigny-sous-Mélain	168	26
21430	-0.115148306	0.7644252	21593	Savilly	69	8
21500	-0.11220397	0.774921	21594	Savoisy	249	10
21310	-0.10303795	0.76762486	21595	Savolles	98	31
21910	-0.10579628	0.7644293	21596	Savouges	153	50
21220	-0.1077903	0.76437706	21597	Segrois	71	31
21150	-0.11234486	0.772293	21598	Seigny	164	21
21260	-0.103797056	0.7712372	21599	Selongey	2386	51
21320	-0.11070588	0.76650083	21600	Semarey	112	15
21450	-0.11011095	0.77436024	21602	Semond	64	11
21500	-0.11428605	0.77254456	21604	Senailly	157	17
21800	-0.105197	0.7661192	21605	Sennecey-lés-Dijon	1535	449
21250	-0.1051949	0.7611287	21607	Seurre	2728	303
21530	-0.11618339	0.77014774	21608	Sincey-lés-Rouvray	94	11
21270	-0.10115643	0.765059	21610	Soissons-sur-Nacey	216	28
21540	-0.10985185	0.7669814	21611	Sombernon	773	58
21140	-0.112762295	0.7705829	21612	Souhey	75	27
21350	-0.111768104	0.7675167	21613	Soussey-sur-Brionne	104	7
21120	-0.10368186	0.76887494	21614	Spoy	246	20
21430	-0.11394435	0.7660324	21615	Sussey	250	12
21190	-0.10919773	0.761026	21616	Tailly	189	41
21240	-0.106300116	0.76683885	21617	Talant	12860	2624
21270	-0.10115243	0.7668191	21618	Talmay	521	24
21310	-0.10297008	0.768204	21619	Tanay	250	20
21120	-0.10604006	0.770625	21620	Tarsul	127	13
21110	-0.103641115	0.7641735	21621	Tart-l'Abbaye	195	58
21110	-0.10396475	0.7647986	21622	Tart-le-Bas	211	45
21110	-0.10419475	0.7645323	21623	Tart-le-Haut	702	68
21270	-0.103045985	0.7658649	21624	Tellecey	108	21
21220	-0.10830692	0.7650277	21625	Ternant	73	4
21290	-0.10697571	0.77426404	21626	Terrefondrée	65	5
21150	-0.1103911	0.7705749	21627	Thenissey	131	13
21570	-0.10867186	0.7780004	21628	Thoires	58	6
21210	-0.114260346	0.7666612	21629	Thoisy-la-Berchére	253	7
21320	-0.11191515	0.7663599	21630	Thoisy-le-Désert	147	11
21360	-0.11169437	0.76339376	21631	Thomirey	53	7
21110	-0.10494376	0.7649146	21632	Thorey-en-Plaine	611	105
21350	-0.11274408	0.7676413	21633	Thorey-sous-Charny	191	17
21360	-0.11017692	0.7643781	21634	Thorey-sur-Ouche	121	10
21460	-0.11521018	0.7700193	21635	Thoste	114	11
21250	-0.10358786	0.7612328	21637	Tichey	187	27
21120	-0.10393436	0.7700791	21638	Til-Chétel	768	29
21130	-0.10246532	0.76403624	21639	Tillenay	476	78
21460	-0.115096234	0.7708864	21640	Torcy-et Pouligny	190	18
21500	-0.112196214	0.77344996	21641	Touillon	493	13
21460	-0.11622453	0.7713296	21642	Toutry	496	77
21130	-0.103249215	0.7641276	21643	Tréclun	213	38
21310	-0.10271519	0.76700014	21644	Trochéres	118	23
21170	-0.10351303	0.7635715	21645	Trouhans	674	64
21440	-0.109050274	0.7686442	21646	Trouhaut	129	14
21250	-0.10522927	0.7608393	21647	Trugny	151	22
21540	-0.10944018	0.76869273	21648	Turcey	174	14
21350	-0.111304395	0.76804554	21649	Uncey-le-Franc	68	7
21220	-0.108164765	0.766185	21650	Urcy	83	10
21121	-0.10726008	0.7687174	21651	Val-Suzon	194	10
21320	-0.111206256	0.76568246	21652	Vandenesse-en-Auxois	220	20
21400	-0.11005855	0.77788085	21653	Vannaire	38	11
21400	-0.10869578	0.77623993	21655	Vanvey	356	21
21110	-0.10412638	0.7651112	21656	Varanges	572	61
21490	-0.10486342	0.76725364	21657	Varois-et-Chaignot	1717	170
21340	-0.11116397	0.76127064	21658	Vauchignon	45	11
21440	-0.10832243	0.7697292	21659	Vaux-Saules	111	4
21360	-0.111425266	0.7639473	21660	Veilly	59	11
21370	-0.107436836	0.7672705	21661	Velars-sur-Ouche	1422	117
21350	-0.1123638	0.76906204	21662	Velogny	43	11
21150	-0.112456314	0.7714254	21663	Venarey-les-Laumes	3544	346
21330	-0.11336525	0.77507126	21664	Verdonnet	91	5
21260	-0.103853844	0.7724186	21665	Vernois-lés-Vesvres	164	14
21120	-0.106145166	0.7697567	21666	Vernot	74	6
21260	-0.10312168	0.7702767	21668	Véronnes-les-Petites	0	0
21540	-0.10990245	0.7681629	21669	Verrey-sous-Drée	66	19
21690	-0.109952495	0.7693444	21670	Verrey-sous-Salmaise	301	37
21330	-0.112565905	0.7782022	21671	Vertault	42	2
21350	-0.11162107	0.76867336	21672	Vesvres	32	8
21360	-0.1099089	0.76493216	21673	Veuvey-sur-Ouche	161	16
21520	-0.107285805	0.77812195	21674	Veuxhaulles-sur-Aube	305	16
21430	-0.114447996	0.76521593	21675	Vianges	50	6
21140	-0.114550605	0.7705209	21676	Vic-de-Chassenay	264	10
21360	-0.11106963	0.7636087	21677	Vic-des-Prés	86	10
21390	-0.114192545	0.7687102	21678	Vic-sous-Thil	209	10
21270	-0.1011232	0.7653486	21680	Vielverge	443	30
21460	-0.116106786	0.7707257	21681	Vieux-Chéteau	93	14
21310	-0.10332609	0.7685394	21682	Viévigne	171	13
21230	-0.113337345	0.7630154	21683	Viévy	352	11
21200	-0.10826948	0.7620865	21684	Vignoles	552	82
21450	-0.11134678	0.7739292	21685	Villaines-en-Duesmois	258	8
21500	-0.113973215	0.77191556	21686	Villaines-les-Prévétes	125	12
21210	-0.1145758	0.7672903	21687	Villargoix	177	10
21700	-0.10802164	0.7641116	21688	Villars-Fontaine	117	40
21140	-0.11307665	0.7712114	21689	Villars-et-Villenotte	137	18
21350	-0.11073167	0.76944244	21690	Villeberny	83	6
21700	-0.10609648	0.7635845	21691	Villebichot	275	27
21120	-0.10549133	0.7702651	21692	Villecomte	191	12
21330	-0.11237308	0.7781772	21693	Villedieu	77	5
21350	-0.11166867	0.7698551	21694	Villeferry	35	11
21450	-0.1108281	0.77180564	21695	La Villeneuve-les-Convers	43	5
21140	-0.113068655	0.7697406	21696	Villeneuve-sous-Charigny	92	28
21700	-0.10812786	0.7632437	21698	Villers-la-Faye	386	66
21130	-0.10239809	0.76461536	21699	Villers-lés-Pots	855	82
21400	-0.11021472	0.7781948	21700	Villers-Patras	123	20
21130	-0.10194418	0.76338905	21701	Villers-Rotin	129	41
21120	-0.10464374	0.7707506	21702	Villey-sur-Tille	259	20
21430	-0.11526861	0.7650288	21703	Villiers-en-Morvan	36	5
21400	-0.108538575	0.77592635	21704	Villiers-le-Duc	118	1
21690	-0.109562874	0.7692957	21705	Villotte-Saint-Seine	50	7
21400	-0.10881667	0.7768428	21706	Villotte-sur-Ource	105	11
21350	-0.11037849	0.76910394	21707	Villy-en-Auxois	277	17
21250	-0.10689444	0.7619193	21708	Villy-le-Moutier	191	9
21500	-0.11412969	0.7722302	21709	Viserny	191	28
21350	-0.11158429	0.7689626	21710	Vitteaux	1064	51
21400	-0.11028816	0.7776161	21711	Vix	95	27
21270	-0.1016434	0.76599526	21713	Vonges	283	62
21700	-0.10720255	0.7643055	21714	Vosne-Romanée	464	126
21230	-0.114047475	0.76369447	21715	Voudenay	242	11
21640	-0.10700662	0.7642817	21716	Vougeot	176	200
21150	-0.11226195	0.7714005	21902	Les Laumes	0	0
21410	-0.108484425	0.7668117	21903	Pont-de-Pany	0	0
22460	-0.193854	0.79984176	22001	Allineuc	545	23
22400	-0.18976437	0.8022048	22002	Andel	727	60
22100	-0.18507297	0.80026835	22003	Aucaleuc	601	94
22140	-0.19747163	0.8063709	22004	Bégard	4906	135
22810	-0.19892655	0.80521506	22005	Belle-Isle-en-Terre	1067	76
22140	-0.19739099	0.8075509	22006	Berhet	217	67
22520	-0.19237348	0.80459064	22007	Binic	2798	469
22100	-0.18482147	0.7996161	22008	Bobital	934	187
22320	-0.19460605	0.80001426	22009	Le Bodéo	201	20
22110	-0.1992067	0.79898715	22010	Bonen	0	0
22170	-0.19432734	0.8029435	22011	Boqueho	791	29
22240	-0.1880102	0.8030081	22012	La Bouillie	711	65
22720	-0.196762	0.8035079	22013	Bourbriac	2293	32
22130	-0.18645057	0.8011681	22014	Bourseul	947	43
22510	-0.190336	0.8005391	22015	Bréhand	1287	52
22140	-0.19640572	0.80672055	22018	Brélidy	325	40
22170	-0.1943084	0.8047356	22019	Bringolo	301	32
22250	-0.18707871	0.79831934	22020	Broons	2327	66
22100	-0.18532223	0.79912835	22021	Brusvily	794	67
22160	-0.19864714	0.80305094	22023	Bulat-Pestivien	446	14
22160	-0.20029889	0.80359155	22024	Calanhel	318	22
22210	-0.19199453	0.79493254	22027	Le Cambout	549	30
22450	-0.19687092	0.8089273	22028	Camlez	731	63
22480	-0.19641952	0.8007326	22029	Canihuel	422	13
22160	-0.20097727	0.80240345	22031	Carnoét	727	17
22350	-0.18588464	0.7974598	22032	Caulnes	1992	64
22530	-0.19612819	0.7985689	22033	Caurel	384	33
22140	-0.19789745	0.80707073	22034	Cavan	1080	66
22630	-0.18331653	0.79928917	22035	Les Champs-Géraux	943	49
22350	-0.18594702	0.79717475	22036	La Chapelle-Blanche	169	21
22170	-0.19431806	0.80383956	22038	Chételaudren	947	2059
22210	-0.19211574	0.7961558	22039	La Chéze	597	236
22970	-0.19662939	0.8040762	22040	Coadout	483	50
22140	-0.1967787	0.8068079	22041	Coatascorn	209	26
22450	-0.1973098	0.8087308	22042	Coatreven	415	45
22210	-0.19079353	0.7958582	22043	Coétlogon	261	16
22400	-0.19013937	0.8022891	22044	Coétmieux	1236	154
22800	-0.1942054	0.80261606	22045	Cohiniac	370	30
22330	-0.189967	0.7986624	22046	Collinée	894	127
22320	-0.1959218	0.8003177	22047	Corlay	1044	76
22130	-0.18532398	0.8009205	22048	Corseul	1987	48
22130	-0.18563677	0.8021839	22049	Créhen	1493	82
22270	-0.18757986	0.7996251	22051	Dolo	467	39
22160	-0.2000398	0.8021809	22052	Duault	404	19
22250	-0.18820986	0.79767317	22053	éréac	706	33
22430	-0.1881305	0.80423063	22054	Erquy	3568	135
22630	-0.18362814	0.7987597	22056	évran	1561	66
22210	-0.19148505	0.7963127	22058	La Ferriére	470	30
22800	-0.1939611	0.8019613	22059	Le Foeil	1085	53
22150	-0.1926022	0.79925704	22060	Gausson	603	36
22110	-0.20026878	0.799537	22061	Glomel	1457	18
22290	-0.19460599	0.80600226	22063	Gommenec'h	421	36
22570	-0.19782263	0.7989625	22064	Gouarec	1026	160
22290	-0.19442968	0.805063	22065	Goudelin	1258	55
22330	-0.18965128	0.7991897	22066	Le Gouray	944	31
22200	-0.19643049	0.8049286	22067	Gréces	2481	176
22460	-0.19336115	0.79853225	22068	Gréce-Uzel	418	53
22350	-0.18500608	0.797865	22069	Guenroc	176	24
22200	-0.19612284	0.8045572	22070	Guingamp	7905	2318
22350	-0.18525675	0.7976211	22071	Guitté	524	36
22390	-0.19793881	0.8043828	22072	Gurunhuel	404	21
22320	-0.19491655	0.80038506	22073	La Harmoye	374	21
22320	-0.1959218	0.8003177	22074	Le Haut-Corlay	734	29
22600	-0.19406258	0.7971963	22075	Hémonstoir	671	48
22550	-0.1872608	0.8028414	22076	Hénanbihen	1346	43
22400	-0.18807366	0.8027232	22077	Hénansal	936	32
22450	-0.19588739	0.80809754	22078	Hengoat	214	35
22150	-0.19171537	0.8005514	22079	Hénon	1740	43
22150	-0.19341294	0.8000402	22080	L'Hermitage-Lorge	630	17
22120	-0.19101231	0.80278516	22081	Hillion	3591	145
22100	-0.1845694	0.798964	22082	Le Hinglé	732	217
22230	-0.18865176	0.7956797	22083	Illifaut	757	28
22610	-0.19536969	0.8094747	22085	Kerbors	321	47
22500	-0.19409063	0.80738044	22086	Kerfot	617	108
22110	-0.19892737	0.8010191	22087	Kergrist-Moélou	685	15
22480	-0.19753493	0.801891	22088	Kérien	287	13
22450	-0.19768192	0.80881846	22090	Kermaria-Sulard	648	72
22140	-0.19641829	0.80582464	22091	Kermoroc'h	268	44
22480	-0.19659689	0.8016722	22092	Kerpert	308	15
22400	-0.18932936	0.8015091	22093	Lamballe	9894	130
22770	-0.1846371	0.8031596	22094	Lancieux	1245	186
22140	-0.1965386	0.8061523	22095	Landebaéron	183	28
22130	-0.18707527	0.8019037	22096	Landébia	447	126
22980	-0.18569927	0.8001068	22097	La Landec	472	62
22400	-0.18964466	0.8009818	22098	Landéhen	941	80
22800	-0.19428751	0.8005396	22099	Lanfains	828	38
22150	-0.19172558	0.7987592	22100	Langast	653	32
22450	-0.19681826	0.8083156	22101	Langoat	942	51
22330	-0.18890043	0.79812545	22102	Langourla	631	29
22980	-0.18626307	0.7993346	22104	Languédias	464	54
22130	-0.18482372	0.80140835	22105	Languenan	811	51
22360	-0.19145156	0.80258566	22106	Langueux	5938	653
22570	-0.19700362	0.7990714	22107	Laniscat	876	36
22290	-0.19440863	0.8068549	22108	Lanleff	101	47
22580	-0.19341063	0.8069239	22109	Lanloup	195	80
22300	-0.19762972	0.8082067	22110	Lanmérin	328	79
22610	-0.1943741	0.8095426	22111	Lanmodez	392	94
22290	-0.19398034	0.8061572	22112	Lannebert	353	51
22300	-0.19893272	0.80851483	22113	Lannion	16958	386
22250	-0.1877072	0.79726315	22114	Lanrélas	916	31
22480	-0.19766776	0.8013229	22115	Lanrivain	510	14
22170	-0.19494517	0.80368495	22116	Lanrodec	801	25
22410	-0.1929344	0.804719	22117	Lantic	1075	68
22100	-0.1839452	0.80002254	22118	Lanvallay	3310	227
22420	-0.20015043	0.8067051	22119	Lanvellec	594	31
22300	-0.19769669	0.8079226	22120	Lanvézéac	0	0
22290	-0.1939248	0.8055454	22121	Lanvollon	1427	285
22230	-0.19053823	0.79699683	22122	Laurenan	791	26
22100	-0.18419518	0.7997783	22123	Léhon	3219	681
22570	-0.19877507	0.7982866	22124	Lescouét-Gouarec	211	11
22270	-0.18726577	0.8001531	22125	Lescouét-Jugon	0	0
22800	-0.19452375	0.80209064	22126	Le Leslay	112	22
22740	-0.19470403	0.8081215	22127	Lézardrieux	1707	143
22340	-0.20005383	0.80128485	22128	Locarn	525	16
22810	-0.19906078	0.8046472	22129	Loc-Envel	81	24
22780	-0.19413407	0.80888784	22131	Loguivy-Plougras	1021	21
22160	-0.20057198	0.8041061	22132	Lohuec	298	17
22230	-0.18720345	0.79595727	22133	Loscouét-sur-Meu	631	28
22700	-0.19810563	0.8095182	22134	Louannec	2195	158
22540	-0.19811222	0.80532277	22135	Louargat	2128	37
22600	-0.19311935	0.79698145	22136	Loudéac	9820	122
22340	-0.20018816	0.8007171	22137	Maél-Carhaix	1613	44
22160	-0.1984727	0.8021108	22138	Maél-Pestivien	514	16
22640	-0.1893965	0.8003283	22140	La Malhoure	266	53
22450	-0.19720466	0.80750704	22141	Mantallot	163	59
22400	-0.18964466	0.8009818	22142	Maroué	0	0
22550	-0.18638538	0.8032451	22143	Matignon	1613	111
22440	-0.19276328	0.8028842	22144	La Méaugon	993	146
22270	-0.18670207	0.7991326	22145	Mégrit	654	32
22110	-0.19934015	0.7984192	22146	Mellionnec	420	17
22230	-0.18921734	0.7967017	22147	Merdrignac	2791	49
22230	-0.18883868	0.79751396	22148	Mérillac	267	19
22460	-0.1943605	0.7993593	22149	Merléac	506	17
22200	-0.19505611	0.8049085	22150	Le Merzer	715	57
22400	-0.18995625	0.8013508	22151	Meslin	655	47
22220	-0.19612679	0.8087528	22152	Minihy-Tréguier	1024	85
22510	-0.19128028	0.79985476	22153	Moncontour	901	1877
22400	-0.1900753	0.8025737	22154	Morieux	665	88
22600	-0.19286078	0.7981192	22155	La Motte	1838	43
22200	-0.19719064	0.8042073	22156	Moustéru	609	43
22340	-0.20119475	0.80065596	22157	Le Moustoir	549	37
22530	-0.1956287	0.79815435	22158	Mur-de-Bretagne	2049	69
22380	-0.1855115	0.80275387	22159	Notre-Dame-du-Guildo	0	0
22400	-0.18901764	0.8011404	22160	Noyal	754	111
22200	-0.19580363	0.805082	22161	Pabu	2772	354
22500	-0.19414543	0.807992	22162	Paimpol	7856	333
22340	-0.20076573	0.79995453	22163	Paule	627	17
22540	-0.19741842	0.805759	22164	Pédernec	1633	60
22510	-0.18952388	0.79975903	22165	Penguilly	363	35
22710	-0.19741394	0.80995435	22166	Penvénan	2489	125
22570	-0.19757845	0.79830664	22167	Perret	220	18
22700	-0.19841008	0.80989015	22168	Perros-Guirec	7497	529
22480	-0.1981642	0.80173886	22169	Peumerit-Quintin	162	11
22800	-0.19314575	0.8020738	22170	Plaine-Haute	1117	73
22940	-0.19296539	0.8011348	22171	Plaintel	3557	133
22130	-0.18607454	0.8019815	22172	Plancoét	2507	218
22400	-0.18982384	0.8028161	22173	Planguenoual	1518	46
22550	-0.1866968	0.803613	22174	Pléboulle	711	50
22270	-0.18789102	0.8008894	22175	Plédéliac	1232	24
22960	-0.19202036	0.80181724	22176	Plédran	5395	155
22290	-0.19355126	0.8054594	22177	Pléguien	824	53
22290	-0.19384915	0.8067256	22178	Pléhédel	1085	88
22980	-0.18626314	0.8002307	22180	Plélan-le-Petit	1525	72
22570	-0.19826546	0.79876655	22181	Plélauff	679	27
22170	-0.1938129	0.80432206	22182	Plélo	2359	54
22210	-0.1913569	0.79688185	22183	Plémet	3071	75
22150	-0.19172066	0.79965544	22184	Plémy	1470	37
22640	-0.18839543	0.7995073	22185	Plénée-Jugon	2235	36
22370	-0.18919349	0.80387056	22186	Pléneuf-Val-André	3600	211
22190	-0.19207165	0.8033248	22187	Plérin	12108	437
22170	-0.1932602	0.8032971	22188	Plerneuf	844	102
22720	-0.19614512	0.80276525	22189	Plésidy	636	25
22330	-0.19134903	0.79867417	22191	Plessala	1882	37
22650	-0.18494904	0.8017344	22192	Plessix-Balisson	94	1175
22640	-0.18876919	0.80048704	22193	Plestan	1306	40
22310	-0.20113331	0.8075399	22194	Plestin-les-Gréves	3237	94
22610	-0.19474582	0.80962896	22195	Pleubian	2963	147
22740	-0.1950764	0.80820805	22196	Pleudaniel	936	51
22560	-0.19935587	0.8092151	22198	Pleumeur-Bodou	3677	138
22740	-0.19531628	0.80886304	22199	Pleumeur-Gautier	1171	62
22130	-0.18701375	0.8012925	22200	Pléven	578	59
22240	-0.18650755	0.8044676	22201	Plévenon	0	0
22340	-0.20139721	0.79980457	22202	Plévin	781	29
22260	-0.19602014	0.8075292	22204	Ploézal	1232	47
22130	-0.18701375	0.8012925	22205	Plorec-sur-Arguenon	473	35
22170	-0.19450521	0.8038827	22206	Plouagat	2154	67
22420	-0.19940433	0.8065277	22207	Plouaret	2099	70
22830	-0.18412544	0.797375	22208	Plouasne	1440	43
22770	-0.18476188	0.8025894	22209	Ploubalay	2334	66
22620	-0.19382772	0.80851746	22210	Ploubazlanec	3725	248
22300	-0.19888125	0.8079028	22211	Ploubezre	2709	87
22490	-0.18326017	0.80136645	22213	Plouér-sur-Rance	2438	123
22470	-0.19346596	0.80753565	22214	Plouézec	3089	111
22440	-0.19226599	0.8024714	22215	Ploufragan	10583	391
22810	-0.19900791	0.8040352	22216	Plougonver	868	24
22780	-0.20092994	0.8050913	22217	Plougras	498	19
22820	-0.19586083	0.80988914	22218	Plougrescant	1471	95
22150	-0.19229038	0.79888713	22219	Plouguenast	1781	51
22110	-0.19844238	0.79970664	22220	Plouguernével	3255	78
22220	-0.19606031	0.80903685	22221	Plouguiel	2056	108
22580	-0.19316837	0.8062695	22222	Plouha	4197	105
22200	-0.19655104	0.80525625	22223	Plouisy	1730	73
22970	-0.19593586	0.8045137	22225	Ploumagoar	4567	142
22300	-0.19969368	0.80779594	22226	Ploumilliau	2223	64
22780	-0.20035332	0.8058536	22227	Plounérin	649	25
22810	-0.1994197	0.8056317	22228	Plounevez-Moédec	1482	37
22110	-0.19812135	0.8002307	22229	Plounevez-Quintin	1145	27
22160	-0.20114917	0.80334395	22231	Plourac'h	437	14
22860	-0.1943975	0.80775094	22233	Plourivo	1932	68
22170	-0.19363467	0.803383	22234	Plouvara	933	42
22420	-0.2000152	0.8072727	22235	Plouzélambre	208	27
22290	-0.19379368	0.80611414	22236	Pludual	429	46
22130	-0.18644966	0.8020642	22237	Pluduno	1692	60
22310	-0.2005912	0.80651015	22238	Plufur	520	30
22350	-0.18544686	0.79855835	22239	Plumaudan	787	44
22250	-0.18714134	0.79713833	22240	Plumaugat	1126	28
22210	-0.1916773	0.79545885	22241	Plumieux	1178	30
22240	-0.1873822	0.80406386	22242	Plurien	1289	60
22160	-0.20053491	0.80259806	22243	Plusquellec	551	21
22320	-0.19642945	0.7998365	22244	Plussulien	596	27
22140	-0.19815087	0.8068307	22245	Pluzunet	1021	45
22120	-0.19064277	0.8018043	22246	Pommeret	1696	127
22450	-0.19632626	0.80790055	22247	Pommerit-Jaudy	972	48
22200	-0.19511113	0.80552036	22248	Pommerit-le-Vicomte	1690	51
22390	-0.19839302	0.80329084	22249	Pont-Melvez	636	28
22260	-0.19571371	0.8071581	22250	Pontrieux	1050	1029
22590	-0.19225141	0.80426353	22251	Pordic	4635	160
22400	-0.18876633	0.80138314	22252	La Poterie	0	0
22450	-0.19582103	0.8083816	22253	Pouldouran	146	143
22140	-0.19727139	0.8072231	22254	Prat	1027	47
22210	-0.19192293	0.79700947	22255	La Prénessaye	854	50
22260	-0.19496799	0.8069846	22256	Quemper-Guézennec	1029	45
22450	-0.19725734	0.808119	22257	Quemperven	350	46
22120	-0.19121096	0.8010354	22258	Quessoy	3105	106
22100	-0.18444702	0.8004302	22259	Quévert	3007	241
22460	-0.19436781	0.7984631	22260	Le Quillio	542	34
22400	-0.18820056	0.80215377	22261	Quintenic	263	35
22800	-0.19409168	0.8013926	22262	Quintin	2602	834
22630	-0.18394004	0.79823023	22263	Le Quiou	286	57
22450	-0.1966321	0.8082719	22264	La Roche-Derrien	883	480
22300	-0.19800204	0.80829453	22265	Rospez	1622	123
22110	-0.19926134	0.79959923	22266	Rostrenen	3664	114
22250	-0.18820879	0.7985694	22267	Rouillac	424	27
22550	-0.18688604	0.80275834	22268	Ruca	544	45
22260	-0.1960865	0.8072451	22269	Runan	227	44
22400	-0.18876307	0.8022793	22270	Saint-Aaron	0	0
22390	-0.19620028	0.80337703	22271	Saint-Adrien	306	31
22200	-0.19549584	0.80471104	22272	Saint-Agathon	1453	100
22400	-0.18932126	0.8033013	22273	Saint-Alban	1662	55
22630	-0.18406652	0.7985563	22274	Saint-André-des-Eaux	204	39
22600	-0.19268222	0.79628396	22275	Saint-Barnabé	1459	64
22800	-0.19472016	0.8012378	22276	Saint-Bihy	198	24
22800	-0.19359365	0.8009792	22277	Saint-Brandan	2184	87
22000	-0.1921364	0.8030404	22278	Saint-Brieuc	44752	2045
22600	-0.19412115	0.7978082	22279	Saint-Caradec	1088	50
22100	-0.18444529	0.7995341	22280	Saint-Carné	787	94
22150	-0.19202653	0.80092114	22281	Saint-Carreuc	1217	96
22380	-0.18588515	0.80373234	22282	Saint-Cast-le-Guildo	3093	137
22260	-0.19547305	0.806503	22283	Saint-Clet	744	51
22480	-0.19571465	0.8020663	22284	Saint-Connan	331	24
22530	-0.19494027	0.7976966	22285	Saint-Connec	280	26
22400	-0.18776219	0.802355	22286	Saint-Denoual	362	42
22800	-0.19345568	0.8024439	22287	Saint-Donan	1278	56
22210	-0.19224428	0.7955867	22288	Saint-étienne-du-Gué-de-l'Isle	417	28
22720	-0.19551711	0.8029189	22289	Saint-Fiacre	207	21
22570	-0.19681539	0.7990276	22290	Saint-Gelven	318	18
22800	-0.19496441	0.8018928	22291	Saint-Gildas	277	18
22330	-0.19053523	0.797893	22292	Saint-Gilles-du-Mené	503	39
22290	-0.19516593	0.8061321	22293	Saint-Gilles-les-Bois	421	45
22480	-0.196034	0.80154145	22294	Saint-Gilles-Pligeaux	352	18
22510	-0.18971193	0.7998012	22296	Saint-Glen	527	46
22330	-0.19084813	0.7982623	22297	Saint-Gouéno	721	36
22530	-0.19499812	0.7983084	22298	Saint-Guen	450	25
22100	-0.1831315	0.8001446	22299	Saint-Hélen	974	57
22460	-0.19360785	0.799187	22300	Saint-Hervé	409	42
22270	-0.18764168	0.80023634	22301	Saint-Igneuc	0	0
22750	-0.18507423	0.80295646	22302	Saint-Jacut-de-la-Mer	797	273
22330	-0.18965401	0.79829353	22303	Saint-Jacut-du-Mené	666	34
22170	-0.19456099	0.80449456	22304	Saint-Jean-Kerdaniel	373	34
22350	-0.18613565	0.797216	22305	Saint-Jouan-de-l'Isle	359	44
22630	-0.18331319	0.79839313	22306	Saint-Judoce	422	41
22940	-0.19277066	0.8019881	22307	Saint-Julien	1747	307
22630	-0.18450515	0.79835296	22308	Saint-Juvat	678	39
22230	-0.18871337	0.79718727	22309	Saint-Launeuc	180	16
22130	-0.18582429	0.8022252	22311	Saint-Lormel	787	81
22350	-0.18494396	0.79815006	22312	Saint-Maden	246	38
22320	-0.19485947	0.79977316	22313	Saint-Martin-des-Prés	385	19
22600	-0.19350214	0.7961711	22314	Saint-Maudan	404	61
22980	-0.18563676	0.8003918	22315	Saint-Maudez	222	44
22320	-0.19562036	0.79905045	22316	Saint-Mayeux	539	18
22980	-0.18594994	0.80075914	22318	Saint-Michel-de-Plélan	277	38
22300	-0.20025243	0.8079292	22319	Saint-Michel-en-Gréve	376	80
